## Values
## High Speed = 2000
## Low Speed = 300
## Acceleration = 300
## Deceleration = 300
## Position = 0
## Idle Time = 1
## Accel/Decel profile = Sinusoidal
## Dwell time = 0.0
## Length = 500
## Cycles = 3


1666289070.027701	0
1666289070.031873	0
1666289070.033749	0
1666289070.047723	0
1666289070.051616	-2
1666289070.055743	-3
1666289070.059955	-4
1666289070.064043	-5
1666289070.068109	-7
1666289070.072227	-8
1666289070.076368	-9
1666289070.080444	-11
1666289070.084539	-12
1666289070.088805	-14
1666289070.092989	-15
1666289070.096975	-17
1666289070.101291	-18
1666289070.105353	-20
1666289070.109397	-22
1666289070.113559	-24
1666289070.117629	-26
1666289070.121990	-28
1666289070.126134	-30
1666289070.130278	-32
1666289070.134217	-35
1666289070.138371	-37
1666289070.142595	-40
1666289070.146834	-42
1666289070.150974	-45
1666289070.155049	-48
1666289070.159003	-51
1666289070.163198	-55
1666289070.167528	-58
1666289070.171702	-62
1666289070.175821	-65
1666289070.179781	-69
1666289070.184110	-73
1666289070.188178	-78
1666289070.192196	-82
1666289070.196382	-86
1666289070.200636	-91
1666289070.204735	-96
1666289070.208986	-101
1666289070.213111	-106
1666289070.217140	-111
1666289070.221310	-116
1666289070.225662	-122
1666289070.229867	-127
1666289070.233974	-133
1666289070.238083	-139
1666289070.242125	-145
1666289070.246378	-151
1666289070.250722	-157
1666289070.254843	-163
1666289070.258792	-169
1666289070.263007	-175
1666289070.267133	-181
1666289070.271587	-188
1666289070.275762	-194
1666289070.279865	-200
1666289070.284087	-207
1666289070.288002	-213
1666289070.292200	-220
1666289070.296553	-226
1666289070.300745	-233
1666289070.304902	-239
1666289070.308901	-246
1666289070.313038	-252
1666289070.317354	-259
1666289070.321391	-265
1666289070.325800	-272
1666289070.329774	-278
1666289070.333954	-285
1666289070.338356	-291
1666289070.342519	-298
1666289070.346717	-304
1666289070.350765	-311
1666289070.354856	-317
1666289070.359274	-323
1666289070.363470	-330
1666289070.367666	-336
1666289070.371699	-342
1666289070.375896	-348
1666289070.380068	-354
1666289070.384365	-360
1666289070.388591	-366
1666289070.392648	-371
1666289070.396794	-377
1666289070.401010	-383
1666289070.405394	-388
1666289070.409537	-393
1666289070.413612	-398
1666289070.417819	-403
1666289070.422090	-408
1666289070.426272	-413
1666289070.430489	-418
1666289070.434597	-422
1666289070.438643	-426
1666289070.442844	-431
1666289070.447234	-435
1666289070.451390	-438
1666289070.455476	-442
1666289070.459578	-446
1666289070.463708	-449
1666289070.468097	-452
1666289070.472373	-455
1666289070.476501	-458
1666289070.480517	-461
1666289070.484930	-463
1666289070.489099	-466
1666289070.493228	-468
1666289070.497463	-471
1666289070.501358	-473
1666289070.505585	-475
1666289070.509950	-477
1666289070.514146	-479
1666289070.518350	-481
1666289070.522326	-482
1666289070.526507	-484
1666289070.530841	-486
1666289070.535067	-487
1666289070.539273	-489
1666289070.543275	-490
1666289070.547546	-492
1666289070.551629	-493
1666289070.556043	-494
1666289070.560189	-496
1666289070.564228	-497
1666289070.568379	-498
1666289070.572772	-500
1666289070.577071	-500
1666289070.579118	-500
1666289070.593054	-499
1666289070.597000	-498
1666289070.601096	-497
1666289070.605287	-496
1666289070.609656	-494
1666289070.613839	-493
1666289070.618046	-492
1666289070.622070	-490
1666289070.626248	-489
1666289070.630551	-487
1666289070.634789	-486
1666289070.638956	-484
1666289070.643043	-483
1666289070.647234	-481
1666289070.651588	-479
1666289070.655776	-477
1666289070.659857	-475
1666289070.663941	-473
1666289070.668135	-471
1666289070.672504	-469
1666289070.676699	-467
1666289070.680892	-464
1666289070.684891	-462
1666289070.689255	-459
1666289070.693460	-456
1666289070.697634	-453
1666289070.701787	-450
1666289070.705863	-447
1666289070.710215	-444
1666289070.714365	-440
1666289070.718581	-437
1666289070.722773	-433
1666289070.726804	-429
1666289070.731078	-424
1666289070.735387	-420
1666289070.739599	-416
1666289070.743735	-411
1666289070.747747	-406
1666289070.752064	-401
1666289070.756418	-396
1666289070.760480	-391
1666289070.764633	-386
1666289070.768672	-380
1666289070.772805	-375
1666289070.777176	-369
1666289070.781440	-363
1666289070.785550	-358
1666289070.789601	-352
1666289070.793756	-346
1666289070.798192	-340
1666289070.802402	-333
1666289070.806594	-327
1666289070.810590	-321
1666289070.814755	-315
1666289070.819127	-308
1666289070.823310	-302
1666289070.827474	-295
1666289070.831523	-289
1666289070.835630	-282
1666289070.839837	-276
1666289070.844346	-269
1666289070.848325	-263
1666289070.852358	-256
1666289070.856553	-250
1666289070.860896	-243
1666289070.865092	-237
1666289070.869229	-230
1666289070.873320	-224
1666289070.877398	-217
1666289070.881536	-211
1666289070.885878	-204
1666289070.890097	-198
1666289070.894277	-191
1666289070.898318	-185
1666289070.902303	-179
1666289070.906475	-172
1666289070.911107	-166
1666289070.915097	-160
1666289070.919232	-154
1666289070.923231	-148
1666289070.927369	-142
1666289070.931756	-136
1666289070.935976	-131
1666289070.940134	-125
1666289070.944144	-119
1666289070.948416	-114
1666289070.952676	-109
1666289070.956826	-104
1666289070.960982	-99
1666289070.965070	-94
1666289070.969154	-89
1666289070.973226	-84
1666289070.977305	-80
1666289070.981566	-75
1666289070.985792	-71
1666289070.989920	-67
1666289070.994080	-63
1666289070.998077	-60
1666289071.002143	-56
1666289071.006278	-53
1666289071.010482	-50
1666289071.014688	-47
1666289071.018851	-44
1666289071.023010	-41
1666289071.027031	-38
1666289071.031140	-36
1666289071.035135	-33
1666289071.039315	-31
1666289071.043599	-29
1666289071.047808	-26
1666289071.051858	-24
1666289071.055819	-22
1666289071.060094	-21
